c1normal,c2normal,c3normal,c4normal,c1shear,c2shear,c3shear,c4shear,timestamp
111913.000,112420.000,130120.000,113079.000,-488.000,-339.000,0.000,536.000,1761203772.323
111522.000,112297.000,130120.000,113078.000,-474.000,-321.000,0.000,530.000,1761203772.375
111544.000,112268.000,130120.000,113097.000,-446.000,-320.000,0.000,509.000,1761203772.426
111534.000,112287.000,130120.000,113053.000,-500.000,-326.000,0.000,518.000,1761203772.478
112119.000,112361.000,130120.000,113181.000,-506.000,-310.000,0.000,547.000,1761203772.529
112416.000,112442.000,130120.000,113012.000,-492.000,-312.000,0.000,548.000,1761203772.581
112319.000,112535.000,130120.000,112952.000,-516.000,-344.000,0.000,572.000,1761203772.632
112669.000,112632.000,130120.000,112830.000,-505.000,-345.000,0.000,583.000,1761203772.684
112539.000,112703.000,130120.000,112604.000,-509.000,-347.000,0.000,583.000,1761203772.735
112694.000,112760.000,130120.000,112591.000,-505.000,-352.000,0.000,574.000,1761203772.786
112847.000,112818.000,130120.000,112534.000,-510.000,-358.000,0.000,604.000,1761203772.838
112838.000,112840.000,130120.000,112607.000,-522.000,-341.000,0.000,588.000,1761203772.889
112775.000,112808.000,130120.000,112680.000,-530.000,-363.000,0.000,586.000,1761203772.941
112744.000,112805.000,130120.000,112772.000,-511.000,-335.000,0.000,610.000,1761203772.992
112516.000,112776.000,130120.000,112729.000,-475.000,-325.000,0.000,579.000,1761203773.044
111733.000,112629.000,130120.000,112589.000,-470.000,-350.000,0.000,575.000,1761203773.095
111869.000,112673.000,126165.000,112558.000,-481.000,-354.000,4152.000,519.000,1761203773.147
111983.000,112745.000,118154.000,112507.000,-467.000,-334.000,-57.000,557.000,1761203773.199
111935.000,112674.000,113873.000,112651.000,-497.000,-342.000,-84.000,546.000,1761203773.250
111968.000,112603.000,113881.000,112730.000,-455.000,-325.000,-53.000,560.000,1761203773.302
112006.000,112604.000,113833.000,112695.000,-481.000,-335.000,-64.000,584.000,1761203773.354
112000.000,112623.000,113933.000,112773.000,-497.000,-331.000,-50.000,567.000,1761203773.405
112076.000,112604.000,113860.000,112834.000,-497.000,-331.000,-54.000,550.000,1761203773.457
112067.000,112588.000,113830.000,112847.000,-497.000,-329.000,-55.000,598.000,1761203773.509
112058.000,112595.000,113802.000,113053.000,-469.000,-339.000,-33.000,589.000,1761203773.560
112048.000,112603.000,113863.000,113034.000,-472.000,-338.000,-6.000,589.000,1761203773.612
112225.000,112605.000,113659.000,113266.000,-496.000,-340.000,62.000,604.000,1761203773.663
112386.000,112602.000,114144.000,113905.000,-466.000,-343.000,668.000,779.000,1761203773.715
112545.000,112631.000,117449.000,115111.000,-488.000,-331.000,2027.000,1002.000,1761203773.766
112756.000,112713.000,123438.000,118001.000,-515.000,-318.000,-805.000,2784.000,1761203773.818
112945.000,112809.000,130041.000,123086.000,-515.000,-320.000,-96.000,3455.000,1761203773.870
112914.000,112803.000,130066.000,125994.000,-513.000,-356.000,-55.000,1903.000,1761203773.922
113269.000,112947.000,130073.000,129531.000,-511.000,-351.000,-74.000,77.000,1761203773.974
113572.000,112935.000,129732.000,130083.000,-522.000,-359.000,-111.000,19.000,1761203774.025
113630.000,113070.000,130067.000,130120.000,-474.000,-369.000,-17.000,0.000,1761203774.076
113660.000,113117.000,130120.000,130120.000,-479.000,-356.000,0.000,0.000,1761203774.128
113696.000,113195.000,130046.000,130120.000,-487.000,-346.000,-14.000,0.000,1761203774.179
113728.000,113257.000,130117.000,130120.000,-462.000,-369.000,0.000,0.000,1761203774.230
113777.000,113304.000,130120.000,130120.000,-474.000,-346.000,0.000,0.000,1761203774.282
113794.000,113315.000,130120.000,130120.000,-446.000,-365.000,0.000,0.000,1761203774.333
113819.000,113280.000,130120.000,130120.000,-467.000,-372.000,0.000,0.000,1761203774.384
113707.000,113238.000,130120.000,130120.000,-450.000,-365.000,0.000,0.000,1761203774.435
113775.000,113111.000,130120.000,130120.000,-473.000,-343.000,-5.000,0.000,1761203774.487
114066.000,113054.000,130120.000,130120.000,-465.000,-349.000,-147.000,0.000,1761203774.538
114177.000,113071.000,129878.000,130120.000,-461.000,-352.000,-41.000,0.000,1761203774.590
114175.000,113053.000,130094.000,130120.000,-454.000,-334.000,-1763.000,0.000,1761203774.641
113962.000,112941.000,129562.000,130120.000,-423.000,-335.000,-277.000,0.000,1761203774.693
113706.000,113037.000,129454.000,130120.000,-395.000,-339.000,-1600.000,0.000,1761203774.745
113838.000,113014.000,128046.000,130120.000,-399.000,-340.000,-2315.000,0.000,1761203774.796
113816.000,112969.000,127184.000,130120.000,-417.000,-318.000,-3450.000,0.000,1761203774.848
113527.000,112858.000,125965.000,130120.000,-457.000,-327.000,-2590.000,23.000,1761203774.899
113386.000,112800.000,115677.000,130075.000,-475.000,-334.000,-283.000,60.000,1761203774.952
113322.000,112794.000,114424.000,129708.000,-479.000,-330.000,-166.000,1299.000,1761203775.003
113192.000,112758.000,113661.000,116452.000,-524.000,-305.000,-58.000,713.000,1761203775.054
113040.000,112714.000,113316.000,113656.000,-519.000,-327.000,-3.000,644.000,1761203775.106
112947.000,112713.000,113356.000,113198.000,-531.000,-329.000,1.000,578.000,1761203775.157
112847.000,112697.000,113466.000,112567.000,-538.000,-332.000,-47.000,558.000,1761203775.209
112789.000,112711.000,113564.000,112375.000,-524.000,-350.000,-34.000,520.000,1761203775.261
112766.000,112733.000,113039.000,112391.000,-538.000,-334.000,44.000,516.000,1761203775.312
112823.000,112754.000,113019.000,112406.000,-525.000,-327.000,65.000,536.000,1761203775.364
112773.000,112721.000,113418.000,112435.000,-530.000,-343.000,134.000,539.000,1761203775.415
112788.000,112740.000,113622.000,112434.000,-532.000,-332.000,218.000,540.000,1761203775.467
112744.000,112770.000,114166.000,112418.000,-520.000,-364.000,253.000,532.000,1761203775.519
112598.000,112759.000,114594.000,112434.000,-549.000,-336.000,372.000,528.000,1761203775.570
112706.000,112804.000,115192.000,112513.000,-520.000,-338.000,673.000,540.000,1761203775.622
112715.000,112769.000,114167.000,112455.000,-529.000,-353.000,-106.000,533.000,1761203775.674
112695.000,112819.000,113592.000,112507.000,-539.000,-353.000,-113.000,520.000,1761203775.726
112718.000,112856.000,113617.000,112397.000,-522.000,-371.000,-133.000,533.000,1761203775.777
112570.000,112872.000,113835.000,112388.000,-531.000,-359.000,-115.000,527.000,1761203775.829
112674.000,112848.000,113767.000,112520.000,-519.000,-350.000,-152.000,530.000,1761203775.880
112584.000,112840.000,113926.000,112495.000,-526.000,-350.000,-125.000,515.000,1761203775.932
112564.000,112861.000,113918.000,112506.000,-539.000,-346.000,-131.000,529.000,1761203775.984
112531.000,112905.000,113966.000,112473.000,-549.000,-359.000,-133.000,518.000,1761203776.036
112575.000,112860.000,113939.000,112513.000,-539.000,-364.000,-133.000,526.000,1761203776.087
112544.000,112846.000,114020.000,112525.000,-519.000,-352.000,-134.000,520.000,1761203776.139
112547.000,112821.000,113960.000,112548.000,-548.000,-347.000,-110.000,517.000,1761203776.191
112618.000,112841.000,113961.000,112505.000,-523.000,-355.000,-134.000,528.000,1761203776.242
112515.000,112834.000,114027.000,112541.000,-550.000,-383.000,-116.000,553.000,1761203776.294
112667.000,112928.000,113893.000,112508.000,-524.000,-353.000,-141.000,525.000,1761203776.346
112603.000,112864.000,113982.000,112619.000,-523.000,-369.000,-115.000,524.000,1761203776.398
112606.000,112852.000,113997.000,112533.000,-530.000,-338.000,-126.000,516.000,1761203776.449
112524.000,112901.000,114051.000,112459.000,-513.000,-356.000,-146.000,542.000,1761203776.501
112604.000,112958.000,113905.000,112410.000,-530.000,-361.000,-124.000,520.000,1761203776.553
112526.000,112897.000,113992.000,112516.000,-529.000,-368.000,-126.000,554.000,1761203776.604
112594.000,112973.000,114010.000,112458.000,-533.000,-379.000,-132.000,552.000,1761203776.656
112429.000,112933.000,114088.000,112392.000,-515.000,-339.000,-114.000,560.000,1761203776.708
112240.000,112942.000,114141.000,112328.000,-461.000,-356.000,-130.000,513.000,1761203776.760
111888.000,112825.000,114194.000,112353.000,-472.000,-359.000,-134.000,533.000,1761203776.811
111845.000,112816.000,114238.000,112316.000,-463.000,-357.000,-135.000,536.000,1761203776.863
111848.000,112865.000,114250.000,112379.000,-486.000,-337.000,-161.000,554.000,1761203776.915
111826.000,112905.000,114343.000,112312.000,-446.000,-358.000,-133.000,494.000,1761203776.966
111675.000,112922.000,114349.000,112273.000,-442.000,-352.000,-145.000,512.000,1761203777.018
111365.000,112864.000,114524.000,112108.000,-430.000,-369.000,-177.000,515.000,1761203777.070
110873.000,112963.000,114566.000,111894.000,-450.000,-394.000,-135.000,480.000,1761203777.121
111122.000,112978.000,114605.000,111974.000,-429.000,-382.000,-142.000,484.000,1761203777.173
110682.000,113004.000,114640.000,111768.000,-435.000,-374.000,-168.000,474.000,1761203777.225
110908.000,113094.000,114554.000,111849.000,-429.000,-389.000,-161.000,517.000,1761203777.276
110620.000,112937.000,114785.000,111871.000,-444.000,-368.000,-172.000,483.000,1761203777.328
111020.000,113086.000,114703.000,112004.000,-428.000,-366.000,-160.000,496.000,1761203777.381
110755.000,112942.000,114901.000,112030.000,-460.000,-378.000,-135.000,485.000,1761203777.432
111460.000,113011.000,114914.000,112559.000,-411.000,-332.000,-160.000,513.000,1761203777.483
110412.000,112540.000,115455.000,112295.000,-441.000,-368.000,-142.000,505.000,1761203777.535
111150.000,112881.000,114982.000,112585.000,-469.000,-338.000,-156.000,509.000,1761203777.587
111372.000,112862.000,114967.000,112600.000,-499.000,-363.000,-133.000,546.000,1761203777.638
111754.000,113071.000,114878.000,112378.000,-416.000,-371.000,-152.000,517.000,1761203777.690
110928.000,112966.000,115029.000,112269.000,-500.000,-367.000,-113.000,522.000,1761203777.742
111703.000,113079.000,114934.000,112249.000,-418.000,-342.000,-164.000,490.000,1761203777.794
110717.000,112934.000,114845.000,112047.000,-491.000,-352.000,-141.000,504.000,1761203777.845
111451.000,112970.000,114638.000,112019.000,-431.000,-316.000,-178.000,496.000,1761203777.897
110948.000,112825.000,114538.000,112103.000,-489.000,-329.000,-120.000,480.000,1761203777.949
111841.000,112782.000,114134.000,112233.000,-446.000,-331.000,-165.000,508.000,1761203778.001
111381.000,112772.000,114193.000,112072.000,-483.000,-330.000,-132.000,476.000,1761203778.052
111618.000,112748.000,114027.000,112155.000,-471.000,-346.000,-125.000,494.000,1761203778.104
111821.000,112711.000,113842.000,112254.000,-480.000,-332.000,-118.000,529.000,1761203778.156
111885.000,112706.000,113700.000,112229.000,-485.000,-331.000,-122.000,515.000,1761203778.207
111942.000,112739.000,113649.000,112268.000,-474.000,-333.000,-107.000,504.000,1761203778.259
112026.000,112732.000,113439.000,112249.000,-479.000,-336.000,-84.000,497.000,1761203778.311
112037.000,112688.000,113314.000,112255.000,-495.000,-331.000,-76.000,522.000,1761203778.362
112145.000,112720.000,113184.000,112246.000,-501.000,-310.000,-88.000,503.000,1761203778.414
112130.000,112694.000,113102.000,112249.000,-477.000,-352.000,-87.000,505.000,1761203778.465
112139.000,112698.000,113047.000,112226.000,-498.000,-340.000,-103.000,510.000,1761203778.517
112127.000,112683.000,113050.000,112249.000,-500.000,-337.000,-95.000,493.000,1761203778.569
112134.000,112703.000,112971.000,112248.000,-489.000,-333.000,-89.000,527.000,1761203778.621
112155.000,112670.000,112973.000,112244.000,-494.000,-324.000,-90.000,519.000,1761203778.672
112162.000,112675.000,112923.000,112236.000,-477.000,-339.000,-82.000,507.000,1761203778.724
112207.000,112687.000,112869.000,112213.000,-497.000,-328.000,-72.000,537.000,1761203778.775
112198.000,112699.000,112871.000,112175.000,-490.000,-346.000,-84.000,522.000,1761203778.827
112194.000,112686.000,112832.000,112145.000,-474.000,-342.000,-91.000,524.000,1761203778.879
112208.000,112702.000,112813.000,112142.000,-470.000,-334.000,-94.000,551.000,1761203778.930
112221.000,112733.000,112822.000,112152.000,-508.000,-344.000,-64.000,540.000,1761203778.982
112220.000,112696.000,112784.000,112146.000,-496.000,-338.000,-80.000,518.000,1761203779.033
112190.000,112703.000,112772.000,112162.000,-489.000,-344.000,-86.000,544.000,1761203779.085
112222.000,112684.000,112747.000,112139.000,-486.000,-342.000,-88.000,538.000,1761203779.137
112220.000,112710.000,112775.000,112165.000,-468.000,-335.000,-84.000,540.000,1761203779.188
112220.000,112692.000,112736.000,112118.000,-483.000,-354.000,-72.000,541.000,1761203779.240
112240.000,112688.000,112740.000,112119.000,-497.000,-319.000,-88.000,536.000,1761203779.292
112213.000,112684.000,112688.000,112119.000,-483.000,-354.000,-83.000,536.000,1761203779.343
112222.000,112699.000,112678.000,112115.000,-491.000,-348.000,-87.000,515.000,1761203779.395
112221.000,112670.000,112707.000,112123.000,-493.000,-336.000,-75.000,522.000,1761203779.446
112233.000,112674.000,112657.000,112122.000,-506.000,-343.000,-100.000,542.000,1761203779.498
112216.000,112659.000,112650.000,112109.000,-477.000,-339.000,-103.000,529.000,1761203779.550
112191.000,112665.000,112655.000,112089.000,-503.000,-343.000,-70.000,528.000,1761203779.602
112238.000,112670.000,112631.000,112098.000,-480.000,-330.000,-96.000,533.000,1761203779.653
112206.000,112661.000,112630.000,112129.000,-498.000,-302.000,-53.000,525.000,1761203779.705
112226.000,112669.000,112633.000,112101.000,-499.000,-301.000,-104.000,541.000,1761203779.756
112250.000,112671.000,112627.000,112094.000,-477.000,-338.000,-95.000,529.000,1761203779.808
112209.000,112701.000,112633.000,112123.000,-495.000,-341.000,-83.000,532.000,1761203779.860
112228.000,112681.000,112627.000,112100.000,-486.000,-317.000,-71.000,559.000,1761203779.911
112221.000,112664.000,112631.000,112134.000,-491.000,-344.000,-74.000,542.000,1761203779.963
112217.000,112659.000,112607.000,112112.000,-502.000,-318.000,-78.000,541.000,1761203780.015
112198.000,112693.000,112606.000,112084.000,-498.000,-332.000,-83.000,533.000,1761203780.066
112250.000,112680.000,112627.000,112098.000,-490.000,-324.000,-91.000,531.000,1761203780.118
112191.000,112648.000,112626.000,112113.000,-487.000,-349.000,-97.000,541.000,1761203780.169
112258.000,112698.000,112601.000,112128.000,-499.000,-309.000,-99.000,535.000,1761203780.221
112229.000,112712.000,112621.000,112119.000,-479.000,-311.000,-75.000,535.000,1761203780.273
112244.000,112700.000,112637.000,112121.000,-479.000,-340.000,-87.000,538.000,1761203780.324
112230.000,112663.000,112626.000,112116.000,-467.000,-338.000,-96.000,533.000,1761203780.376
112243.000,112692.000,112642.000,112130.000,-500.000,-325.000,-108.000,549.000,1761203780.428
112252.000,112715.000,112645.000,112142.000,-507.000,-328.000,-81.000,519.000,1761203780.479
112257.000,112676.000,112630.000,112180.000,-479.000,-329.000,-92.000,518.000,1761203780.531
112280.000,112700.000,112705.000,112129.000,-494.000,-309.000,-83.000,549.000,1761203780.583
112257.000,112668.000,112626.000,112150.000,-460.000,-327.000,-101.000,550.000,1761203780.634
112251.000,112670.000,112626.000,112109.000,-477.000,-343.000,-80.000,525.000,1761203780.686
112226.000,112686.000,112631.000,112117.000,-504.000,-314.000,-110.000,529.000,1761203780.738
112239.000,112681.000,112562.000,112082.000,-492.000,-324.000,-111.000,567.000,1761203780.789
112268.000,112684.000,112529.000,112057.000,-503.000,-321.000,-74.000,546.000,1761203780.841
112231.000,112673.000,112547.000,112090.000,-492.000,-334.000,-95.000,545.000,1761203780.893
112258.000,112669.000,112538.000,112058.000,-469.000,-344.000,-95.000,528.000,1761203780.945
112235.000,112660.000,112529.000,112081.000,-487.000,-351.000,-93.000,529.000,1761203780.996
112266.000,112698.000,112531.000,112085.000,-478.000,-339.000,-85.000,522.000,1761203781.047
112263.000,112703.000,112549.000,112088.000,-490.000,-342.000,-91.000,542.000,1761203781.099
112250.000,112674.000,112529.000,112068.000,-489.000,-343.000,-83.000,528.000,1761203781.151
112244.000,112663.000,112517.000,112057.000,-487.000,-332.000,-101.000,525.000,1761203781.202
112255.000,112667.000,112530.000,112060.000,-497.000,-331.000,-62.000,536.000,1761203781.254
112209.000,112660.000,112529.000,112072.000,-489.000,-340.000,-77.000,544.000,1761203781.306
112224.000,112646.000,112516.000,112069.000,-495.000,-316.000,-96.000,550.000,1761203781.357
112227.000,112691.000,112549.000,112056.000,-500.000,-333.000,-95.000,549.000,1761203781.409
112230.000,112682.000,112531.000,112071.000,-483.000,-322.000,-90.000,524.000,1761203781.460
112264.000,112722.000,112558.000,112119.000,-480.000,-349.000,-84.000,526.000,1761203781.512
112263.000,112686.000,112535.000,112085.000,-495.000,-325.000,-76.000,541.000,1761203781.563
112261.000,112705.000,112547.000,112085.000,-463.000,-339.000,-81.000,533.000,1761203781.615
112249.000,112657.000,112537.000,112096.000,-476.000,-344.000,-95.000,531.000,1761203781.667
112249.000,112699.000,112563.000,112123.000,-470.000,-313.000,-87.000,532.000,1761203781.719
112237.000,112682.000,112538.000,112103.000,-460.000,-323.000,-67.000,537.000,1761203781.770
112242.000,112668.000,112514.000,112139.000,-483.000,-324.000,-70.000,520.000,1761203781.822
112250.000,112673.000,112552.000,112091.000,-488.000,-333.000,-93.000,543.000,1761203781.873
112246.000,112688.000,112535.000,112116.000,-475.000,-335.000,-68.000,525.000,1761203781.925
112242.000,112675.000,112531.000,112071.000,-483.000,-331.000,-88.000,521.000,1761203781.977
112279.000,112696.000,112555.000,112142.000,-488.000,-342.000,-79.000,534.000,1761203782.028
112264.000,112688.000,112549.000,112112.000,-495.000,-332.000,-98.000,529.000,1761203782.080
112258.000,112695.000,112537.000,112102.000,-474.000,-336.000,-96.000,551.000,1761203782.131
112254.000,112690.000,112546.000,112110.000,-473.000,-343.000,-70.000,515.000,1761203782.183
112278.000,112684.000,112535.000,112105.000,-488.000,-330.000,-95.000,535.000,1761203782.235
112275.000,112669.000,112534.000,112127.000,-477.000,-324.000,-102.000,551.000,1761203782.286
112227.000,112664.000,112524.000,112073.000,-499.000,-322.000,-73.000,546.000,1761203782.338
112253.000,112669.000,112547.000,112098.000,-493.000,-326.000,-97.000,547.000,1761203782.390
112269.000,112666.000,112517.000,112078.000,-494.000,-340.000,-92.000,543.000,1761203782.441
112293.000,112668.000,112518.000,112084.000,-482.000,-347.000,-105.000,547.000,1761203782.493
112238.000,112699.000,112524.000,112114.000,-487.000,-343.000,-80.000,528.000,1761203782.546
112281.000,112689.000,112542.000,112108.000,-500.000,-322.000,-102.000,552.000,1761203782.596
112259.000,112687.000,112525.000,112095.000,-504.000,-336.000,-84.000,523.000,1761203782.648
112259.000,112686.000,112515.000,112102.000,-486.000,-335.000,-95.000,550.000,1761203782.699
112292.000,112687.000,112534.000,112116.000,-492.000,-342.000,-81.000,535.000,1761203782.751
112277.000,112697.000,112537.000,112105.000,-493.000,-338.000,-89.000,539.000,1761203782.803
112240.000,112669.000,112530.000,112114.000,-464.000,-336.000,-86.000,531.000,1761203782.854
112255.000,112686.000,112491.000,112074.000,-476.000,-345.000,-75.000,523.000,1761203782.906
112274.000,112669.000,112518.000,112113.000,-495.000,-338.000,-89.000,544.000,1761203782.958
112286.000,112684.000,112529.000,112101.000,-485.000,-337.000,-71.000,542.000,1761203783.009
112250.000,112661.000,112524.000,112095.000,-488.000,-332.000,-110.000,525.000,1761203783.061
112275.000,112680.000,112500.000,112115.000,-486.000,-323.000,-85.000,552.000,1761203783.112
112253.000,112719.000,112526.000,112134.000,-463.000,-313.000,-99.000,551.000,1761203783.164
112274.000,112703.000,112543.000,112139.000,-467.000,-331.000,-88.000,548.000,1761203783.216
112253.000,112672.000,112516.000,112098.000,-464.000,-325.000,-95.000,529.000,1761203783.267
112290.000,112687.000,112518.000,112105.000,-484.000,-322.000,-86.000,534.000,1761203783.319
112270.000,112654.000,112548.000,112088.000,-487.000,-335.000,-98.000,550.000,1761203783.371
112261.000,112645.000,112503.000,112075.000,-483.000,-332.000,-91.000,536.000,1761203783.422
112243.000,112650.000,112516.000,112090.000,-490.000,-345.000,-92.000,537.000,1761203783.474
112272.000,112680.000,112498.000,112079.000,-490.000,-343.000,-70.000,536.000,1761203783.525
112250.000,112676.000,112500.000,112103.000,-490.000,-334.000,-81.000,536.000,1761203783.577
112243.000,112665.000,112499.000,112097.000,-469.000,-327.000,-71.000,526.000,1761203783.629
112255.000,112676.000,112509.000,112095.000,-466.000,-344.000,-72.000,536.000,1761203783.680
112263.000,112663.000,112485.000,112076.000,-484.000,-345.000,-81.000,534.000,1761203783.732
112288.000,112668.000,112493.000,112106.000,-506.000,-323.000,-85.000,562.000,1761203783.784
112270.000,112686.000,112502.000,112112.000,-463.000,-332.000,-87.000,497.000,1761203783.835
112253.000,112652.000,112492.000,112135.000,-476.000,-328.000,-113.000,517.000,1761203783.887
112271.000,112683.000,112565.000,112130.000,-476.000,-330.000,-107.000,544.000,1761203783.938
112231.000,112640.000,112492.000,112124.000,-475.000,-338.000,-99.000,537.000,1761203783.990
112252.000,112654.000,112518.000,112119.000,-500.000,-326.000,-80.000,533.000,1761203784.042
112282.000,112653.000,112484.000,112121.000,-480.000,-336.000,-84.000,528.000,1761203784.094
